"GOTermMatch","Term","Ontology","GOId","TermFromMSigDB"
"dnadependentdnareplication","DNA-dependent DNA replication","BP","GO:0006261","GO_DNA_DEPENDENT_DNA_REPLICATION"
"dnadependentdnareplicationmaintenanceoffidelity","DNA-dependent DNA replication maintenance of fidelity","BP","GO:0045005","GO_DNA_DEPENDENT_DNA_REPLICATION_MAINTENANCE_OF_FIDELITY"
"dnadirecteddnapolymeraseactivity","DNA-directed DNA polymerase activity","MF","GO:0003887","GO_DNA_DIRECTED_DNA_POLYMERASE_ACTIVITY"
"dnadirectedrnapolymeraseicomplex","DNA-directed RNA polymerase I complex","CC","GO:0005736","GO_DNA_DIRECTED_RNA_POLYMERASE_I_COMPLEX"
"dnadirectedrnapolymeraseiicorecomplex","DNA-directed RNA polymerase II, core complex","CC","GO:0005665","GO_DNA_DIRECTED_RNA_POLYMERASE_II_CORE_COMPLEX"
"dnadirectedrnapolymeraseiiholoenzyme","DNA-directed RNA polymerase II, holoenzyme","CC","GO:0016591","GO_DNA_DIRECTED_RNA_POLYMERASE_II_HOLOENZYME"
"dnadirectedrnapolymeraseiiicomplex","DNA-directed RNA polymerase III complex","CC","GO:0005666","GO_DNA_DIRECTED_RNA_POLYMERASE_III_COMPLEX"
"dnadoublestrandbreakprocessing","DNA double-strand break processing","BP","GO:0000729","GO_DNA_DOUBLE_STRAND_BREAK_PROCESSING"
"dnageometricchange","DNA geometric change","BP","GO:0032392","GO_DNA_GEOMETRIC_CHANGE"
"dnahelicaseactivity","DNA helicase activity","MF","GO:0003678","GO_DNA_HELICASE_ACTIVITY"
"dnahelicasecomplex","DNA helicase complex","CC","GO:0033202","GO_DNA_HELICASE_COMPLEX"
"dnaintegration","DNA integration","BP","GO:0015074","GO_DNA_INTEGRATION"
"dnaintegritycheckpoint","DNA integrity checkpoint","BP","GO:0031570","GO_DNA_INTEGRITY_CHECKPOINT"
"dnaligation","DNA ligation","BP","GO:0006266","GO_DNA_LIGATION"
"dnaligationinvolvedindnarepair","DNA ligation involved in DNA repair","BP","GO:0051103","GO_DNA_LIGATION_INVOLVED_IN_DNA_REPAIR"
"dnametabolicprocess","DNA metabolic process","BP","GO:0006259","GO_DNA_METABOLIC_PROCESS"
"dnamethylation","DNA methylation","BP","GO:0006306","GO_DNA_METHYLATION"
"dnamethylationinvolvedingametegeneration","DNA methylation involved in gamete generation","BP","GO:0043046","GO_DNA_METHYLATION_INVOLVED_IN_GAMETE_GENERATION"
"dnamethylationordemethylation","DNA methylation or demethylation","BP","GO:0044728","GO_DNA_METHYLATION_OR_DEMETHYLATION"
"dnamodification","DNA modification","BP","GO:0006304","GO_DNA_MODIFICATION"
"dnanglycosylaseactivity","DNA N-glycosylase activity","MF","GO:0019104","GO_DNA_N_GLYCOSYLASE_ACTIVITY"
"dnapackaging","DNA packaging","BP","GO:0006323","GO_DNA_PACKAGING"
"dnapackagingcomplex","DNA packaging complex","CC","GO:0044815","GO_DNA_PACKAGING_COMPLEX"
"dnapolymeraseactivity","DNA polymerase activity","MF","GO:0034061","GO_DNA_POLYMERASE_ACTIVITY"
"dnapolymerasebinding","DNA polymerase binding","MF","GO:0070182","GO_DNA_POLYMERASE_BINDING"
"dnapolymerasecomplex","DNA polymerase complex","CC","GO:0042575","GO_DNA_POLYMERASE_COMPLEX"
"dnarecombination","DNA recombination","BP","GO:0006310","GO_DNA_RECOMBINATION"
"dnarepair","DNA repair","BP","GO:0006281","GO_DNA_REPAIR"
"dnarepaircomplex","DNA repair complex","CC","GO:1990391","GO_DNA_REPAIR_COMPLEX"
"dnareplication","DNA replication","BP","GO:0006260","GO_DNA_REPLICATION"
"dnareplicationcheckpoint","DNA replication checkpoint","BP","GO:0000076","GO_DNA_REPLICATION_CHECKPOINT"
"dnareplicationdependentnucleosomeassembly","DNA replication-dependent nucleosome assembly","BP","GO:0006335","GO_DNA_REPLICATION_DEPENDENT_NUCLEOSOME_ASSEMBLY"
"dnareplicationdependentnucleosomeorganization","DNA replication-dependent nucleosome organization","BP","GO:0034723","GO_DNA_REPLICATION_DEPENDENT_NUCLEOSOME_ORGANIZATION"
"dnareplicationfactoracomplex","DNA replication factor A complex","CC","GO:0005662","GO_DNA_REPLICATION_FACTOR_A_COMPLEX"
"dnareplicationindependentnucleosomeassembly","DNA replication-independent nucleosome assembly","BP","GO:0006336","GO_DNA_REPLICATION_INDEPENDENT_NUCLEOSOME_ASSEMBLY"
"dnareplicationindependentnucleosomeorganization","DNA replication-independent nucleosome organization","BP","GO:0034724","GO_DNA_REPLICATION_INDEPENDENT_NUCLEOSOME_ORGANIZATION"
"dnareplicationinitiation","DNA replication initiation","BP","GO:0006270","GO_DNA_REPLICATION_INITIATION"
"dnasecondarystructurebinding","DNA secondary structure binding","MF","GO:0000217","GO_DNA_SECONDARY_STRUCTURE_BINDING"
"dnastrandelongation","DNA strand elongation","BP","GO:0022616","GO_DNA_STRAND_ELONGATION"
"dnastrandelongationinvolvedindnareplication","DNA strand elongation involved in DNA replication","BP","GO:0006271","GO_DNA_STRAND_ELONGATION_INVOLVED_IN_DNA_REPLICATION"
"dnasynthesisinvolvedindnarepair","DNA synthesis involved in DNA repair","BP","GO:0000731","GO_DNA_SYNTHESIS_INVOLVED_IN_DNA_REPAIR"
"dnatemplatedtranscriptionalpreinitiationcomplexassembly","DNA-templated transcriptional preinitiation complex assembly","BP","GO:0070897","GO_DNA_TEMPLATED_TRANSCRIPTIONAL_PREINITIATION_COMPLEX_ASSEMBLY"
"dnatemplatedtranscriptionelongation","DNA-templated transcription, elongation","BP","GO:0006354","GO_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION"
"dnatemplatedtranscriptioninitiation","DNA-templated transcription, initiation","BP","GO:0006352","GO_DNA_TEMPLATED_TRANSCRIPTION_INITIATION"
"dnatemplatedtranscriptiontermination","DNA-templated transcription, termination","BP","GO:0006353","GO_DNA_TEMPLATED_TRANSCRIPTION_TERMINATION"
"dolichollinkedoligosaccharidebiosyntheticprocess","dolichol-linked oligosaccharide biosynthetic process","BP","GO:0006488","GO_DOLICHOL_LINKED_OLIGOSACCHARIDE_BIOSYNTHETIC_PROCESS"
"dopaminebinding","dopamine binding","MF","GO:0035240","GO_DOPAMINE_BINDING"
"dopaminemetabolicprocess","dopamine metabolic process","BP","GO:0042417","GO_DOPAMINE_METABOLIC_PROCESS"
"dopaminereceptorbinding","dopamine receptor binding","MF","GO:0050780","GO_DOPAMINE_RECEPTOR_BINDING"
"dopaminereceptorsignalingpathway","dopamine receptor signaling pathway","BP","GO:0007212","GO_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY"
"dopaminergicneurondifferentiation","dopaminergic neuron differentiation","BP","GO:0071542","GO_DOPAMINERGIC_NEURON_DIFFERENTIATION"
"dopaminetransport","dopamine transport","BP","GO:0015872","GO_DOPAMINE_TRANSPORT"
"dorsalspinalcorddevelopment","dorsal spinal cord development","BP","GO:0021516","GO_DORSAL_SPINAL_CORD_DEVELOPMENT"
"dorsalventralaxisspecification","dorsal/ventral axis specification","BP","GO:0009950","GO_DORSAL_VENTRAL_AXIS_SPECIFICATION"
"dorsalventralneuraltubepatterning","dorsal/ventral neural tube patterning","BP","GO:0021904","GO_DORSAL_VENTRAL_NEURAL_TUBE_PATTERNING"
"dorsalventralpatternformation","dorsal/ventral pattern formation","BP","GO:0009953","GO_DORSAL_VENTRAL_PATTERN_FORMATION"
"doublestrandbreakrepair","double-strand break repair","BP","GO:0006302","GO_DOUBLE_STRAND_BREAK_REPAIR"
"doublestrandeddnabinding","double-stranded DNA binding","MF","GO:0003690","GO_DOUBLE_STRANDED_DNA_BINDING"
"doublestrandedrnabinding","double-stranded RNA binding","MF","GO:0003725","GO_DOUBLE_STRANDED_RNA_BINDING"
"drugbinding","drug binding","MF","GO:0008144","GO_DRUG_BINDING"
"drugcatabolicprocess","drug catabolic process","BP","GO:0042737","GO_DRUG_CATABOLIC_PROCESS"
"drugmetabolicprocess","drug metabolic process","BP","GO:0017144","GO_DRUG_METABOLIC_PROCESS"
"drugtransmembranetransport","drug transmembrane transport","BP","GO:0006855","GO_DRUG_TRANSMEMBRANE_TRANSPORT"
"drugtransport","drug transport","BP","GO:0015893","GO_DRUG_TRANSPORT"
"drugtransporteractivity","drug transporter activity","MF","GO:0090484","GO_DRUG_TRANSPORTER_ACTIVITY"
"dsrnafragmentation","dsRNA fragmentation","BP","GO:0031050","GO_DSRNA_FRAGMENTATION"
"dyneinbinding","dynein binding","MF","GO:0045502","GO_DYNEIN_BINDING"
"dyneincomplex","dynein complex","CC","GO:0030286","GO_DYNEIN_COMPLEX"
"eardevelopment","ear development","BP","GO:0043583","GO_EAR_DEVELOPMENT"
"earlyendosome","early endosome","CC","GO:0005769","GO_EARLY_ENDOSOME"
"earlyendosomemembrane","early endosome membrane","CC","GO:0031901","GO_EARLY_ENDOSOME_MEMBRANE"
"earlyendosometogolgitransport","early endosome to Golgi transport","BP","GO:0034498","GO_EARLY_ENDOSOME_TO_GOLGI_TRANSPORT"
"earmorphogenesis","ear morphogenesis","BP","GO:0042471","GO_EAR_MORPHOGENESIS"
"eatingbehavior","eating behavior","BP","GO:0042755","GO_EATING_BEHAVIOR"
"eboxbinding","E-box binding","MF","GO:0070888","GO_E_BOX_BINDING"
"ectodermalplacodedevelopment","ectodermal placode development","BP","GO:0071696","GO_ECTODERMAL_PLACODE_DEVELOPMENT"
"ectodermalplacodeformation","ectodermal placode formation","BP","GO:0060788","GO_ECTODERMAL_PLACODE_FORMATION"
"ectodermalplacodemorphogenesis","ectodermal placode morphogenesis","BP","GO:0071697","GO_ECTODERMAL_PLACODE_MORPHOGENESIS"
"ectodermdevelopment","ectoderm development","BP","GO:0007398","GO_ECTODERM_DEVELOPMENT"
"electroncarrieractivity","electron carrier activity","MF","GO:0009055","GO_ELECTRON_CARRIER_ACTIVITY"
"electrontransportchain","electron transport chain","BP","GO:0022900","GO_ELECTRON_TRANSPORT_CHAIN"
"embryodevelopment","embryo development","BP","GO:0009790","GO_EMBRYO_DEVELOPMENT"
"embryodevelopmentendinginbirthoregghatching","embryo development ending in birth or egg hatching","BP","GO:0009792","GO_EMBRYO_DEVELOPMENT_ENDING_IN_BIRTH_OR_EGG_HATCHING"
"embryoimplantation","embryo implantation","BP","GO:0007566","GO_EMBRYO_IMPLANTATION"
"embryonicaxisspecification","embryonic axis specification","BP","GO:0000578","GO_EMBRYONIC_AXIS_SPECIFICATION"
"embryoniccameratypeeyedevelopment","embryonic camera-type eye development","BP","GO:0031076","GO_EMBRYONIC_CAMERA_TYPE_EYE_DEVELOPMENT"
"embryoniccameratypeeyeformation","embryonic camera-type eye formation","BP","GO:0060900","GO_EMBRYONIC_CAMERA_TYPE_EYE_FORMATION"
"embryoniccameratypeeyemorphogenesis","embryonic camera-type eye morphogenesis","BP","GO:0048596","GO_EMBRYONIC_CAMERA_TYPE_EYE_MORPHOGENESIS"
"embryoniccranialskeletonmorphogenesis","embryonic cranial skeleton morphogenesis","BP","GO:0048701","GO_EMBRYONIC_CRANIAL_SKELETON_MORPHOGENESIS"
"embryonicdigestivetractdevelopment","embryonic digestive tract development","BP","GO:0048566","GO_EMBRYONIC_DIGESTIVE_TRACT_DEVELOPMENT"
"embryonicdigestivetractmorphogenesis","embryonic digestive tract morphogenesis","BP","GO:0048557","GO_EMBRYONIC_DIGESTIVE_TRACT_MORPHOGENESIS"
"embryonicdigitmorphogenesis","embryonic digit morphogenesis","BP","GO:0042733","GO_EMBRYONIC_DIGIT_MORPHOGENESIS"
"embryoniceyemorphogenesis","embryonic eye morphogenesis","BP","GO:0048048","GO_EMBRYONIC_EYE_MORPHOGENESIS"
"embryonicforelimbmorphogenesis","embryonic forelimb morphogenesis","BP","GO:0035115","GO_EMBRYONIC_FORELIMB_MORPHOGENESIS"
"embryonichearttubedevelopment","embryonic heart tube development","BP","GO:0035050","GO_EMBRYONIC_HEART_TUBE_DEVELOPMENT"
"embryonichearttubemorphogenesis","embryonic heart tube morphogenesis","BP","GO:0003143","GO_EMBRYONIC_HEART_TUBE_MORPHOGENESIS"
"embryonichemopoiesis","embryonic hemopoiesis","BP","GO:0035162","GO_EMBRYONIC_HEMOPOIESIS"
"embryonichindlimbmorphogenesis","embryonic hindlimb morphogenesis","BP","GO:0035116","GO_EMBRYONIC_HINDLIMB_MORPHOGENESIS"
"embryonicmorphogenesis","embryonic morphogenesis","BP","GO:0048598","GO_EMBRYONIC_MORPHOGENESIS"
"embryonicorgandevelopment","embryonic organ development","BP","GO:0048568","GO_EMBRYONIC_ORGAN_DEVELOPMENT"
"embryonicorganmorphogenesis","embryonic organ morphogenesis","BP","GO:0048562","GO_EMBRYONIC_ORGAN_MORPHOGENESIS"
"embryonicpatternspecification","embryonic pattern specification","BP","GO:0009880","GO_EMBRYONIC_PATTERN_SPECIFICATION"
"embryonicplacentadevelopment","embryonic placenta development","BP","GO:0001892","GO_EMBRYONIC_PLACENTA_DEVELOPMENT"
"embryonicplacentamorphogenesis","embryonic placenta morphogenesis","BP","GO:0060669","GO_EMBRYONIC_PLACENTA_MORPHOGENESIS"
"embryonicskeletaljointdevelopment","embryonic skeletal joint development","BP","GO:0072498","GO_EMBRYONIC_SKELETAL_JOINT_DEVELOPMENT"
"embryonicskeletalsystemdevelopment","embryonic skeletal system development","BP","GO:0048706","GO_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT"
"embryonicskeletalsystemmorphogenesis","embryonic skeletal system morphogenesis","BP","GO:0048704","GO_EMBRYONIC_SKELETAL_SYSTEM_MORPHOGENESIS"
"embryonicviscerocraniummorphogenesis","embryonic viscerocranium morphogenesis","BP","GO:0048703","GO_EMBRYONIC_VISCEROCRANIUM_MORPHOGENESIS"
"enamelmineralization","enamel mineralization","BP","GO:0070166","GO_ENAMEL_MINERALIZATION"
"endocardialcushiondevelopment","endocardial cushion development","BP","GO:0003197","GO_ENDOCARDIAL_CUSHION_DEVELOPMENT"
"endocardialcushionformation","endocardial cushion formation","BP","GO:0003272","GO_ENDOCARDIAL_CUSHION_FORMATION"
"endocardialcushionmorphogenesis","endocardial cushion morphogenesis","BP","GO:0003203","GO_ENDOCARDIAL_CUSHION_MORPHOGENESIS"
"endocardiumdevelopment","endocardium development","BP","GO:0003157","GO_ENDOCARDIUM_DEVELOPMENT"
"endochondralbonemorphogenesis","endochondral bone morphogenesis","BP","GO:0060350","GO_ENDOCHONDRAL_BONE_MORPHOGENESIS"
"endochondralossification","endochondral ossification","BP","GO:0001958","GO_ENDOCHONDRAL_OSSIFICATION"
"endocrinepancreasdevelopment","endocrine pancreas development","BP","GO:0031018","GO_ENDOCRINE_PANCREAS_DEVELOPMENT"
"endocrineprocess","endocrine process","BP","GO:0050886","GO_ENDOCRINE_PROCESS"
"endocrinesystemdevelopment","endocrine system development","BP","GO:0035270","GO_ENDOCRINE_SYSTEM_DEVELOPMENT"
"endocyticrecycling","endocytic recycling","BP","GO:0032456","GO_ENDOCYTIC_RECYCLING"
"endocyticvesicle","endocytic vesicle","CC","GO:0030139","GO_ENDOCYTIC_VESICLE"
"endocyticvesiclelumen","endocytic vesicle lumen","CC","GO:0071682","GO_ENDOCYTIC_VESICLE_LUMEN"
"endocyticvesiclemembrane","endocytic vesicle membrane","CC","GO:0030666","GO_ENDOCYTIC_VESICLE_MEMBRANE"
"endocytosis","endocytosis","BP","GO:0006897","GO_ENDOCYTOSIS"
"endodeoxyribonucleaseactivity","endodeoxyribonuclease activity","MF","GO:0004520","GO_ENDODEOXYRIBONUCLEASE_ACTIVITY"
"endodeoxyribonucleaseactivityproducing5phosphomonoesters","endodeoxyribonuclease activity, producing 5'-phosphomonoesters","MF","GO:0016888","GO_ENDODEOXYRIBONUCLEASE_ACTIVITY_PRODUCING_5_PHOSPHOMONOESTERS"
"endodermalcelldifferentiation","endodermal cell differentiation","BP","GO:0035987","GO_ENDODERMAL_CELL_DIFFERENTIATION"
"endodermalcellfatecommitment","endodermal cell fate commitment","BP","GO:0001711","GO_ENDODERMAL_CELL_FATE_COMMITMENT"
"endodermdevelopment","endoderm development","BP","GO:0007492","GO_ENDODERM_DEVELOPMENT"
"endodermformation","endoderm formation","BP","GO:0001706","GO_ENDODERM_FORMATION"
"endolysosome","endolysosome","CC","GO:0036019","GO_ENDOLYSOSOME"
"endolysosomemembrane","endolysosome membrane","CC","GO:0036020","GO_ENDOLYSOSOME_MEMBRANE"
"endomembranesystemorganization","endomembrane system organization","BP","GO:0010256","GO_ENDOMEMBRANE_SYSTEM_ORGANIZATION"
"endonucleaseactivity","endonuclease activity","MF","GO:0004519","GO_ENDONUCLEASE_ACTIVITY"
"endonucleaseactivityactivewitheitherriboordeoxyribonucleicacidsandproducing3phosphomonoesters","endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 3'-phosphomonoesters","MF","GO:0016894","GO_ENDONUCLEASE_ACTIVITY_ACTIVE_WITH_EITHER_RIBO_OR_DEOXYRIBONUCLEIC_ACIDS_AND_PRODUCING_3_PHOSPHOMONOESTERS"
"endonucleaseactivityactivewitheitherriboordeoxyribonucleicacidsandproducing5phosphomonoesters","endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters","MF","GO:0016893","GO_ENDONUCLEASE_ACTIVITY_ACTIVE_WITH_EITHER_RIBO_OR_DEOXYRIBONUCLEIC_ACIDS_AND_PRODUCING_5_PHOSPHOMONOESTERS"
"endopeptidaseactivity","endopeptidase activity","MF","GO:0004175","GO_ENDOPEPTIDASE_ACTIVITY"
"endoplasmicreticulum","endoplasmic reticulum","CC","GO:0005783","GO_ENDOPLASMIC_RETICULUM"
"endoplasmicreticulumcalciumionhomeostasis","endoplasmic reticulum calcium ion homeostasis","BP","GO:0032469","GO_ENDOPLASMIC_RETICULUM_CALCIUM_ION_HOMEOSTASIS"
"endoplasmicreticulumchaperonecomplex","endoplasmic reticulum chaperone complex","CC","GO:0034663","GO_ENDOPLASMIC_RETICULUM_CHAPERONE_COMPLEX"
"endoplasmicreticulumgolgiintermediatecompartment","endoplasmic reticulum-Golgi intermediate compartment","CC","GO:0005793","GO_ENDOPLASMIC_RETICULUM_GOLGI_INTERMEDIATE_COMPARTMENT"
"endoplasmicreticulumgolgiintermediatecompartmentmembrane","endoplasmic reticulum-Golgi intermediate compartment membrane","CC","GO:0033116","GO_ENDOPLASMIC_RETICULUM_GOLGI_INTERMEDIATE_COMPARTMENT_MEMBRANE"
"endoplasmicreticulumlumen","endoplasmic reticulum lumen","CC","GO:0005788","GO_ENDOPLASMIC_RETICULUM_LUMEN"
"endoplasmicreticulumorganization","endoplasmic reticulum organization","BP","GO:0007029","GO_ENDOPLASMIC_RETICULUM_ORGANIZATION"
"endoplasmicreticulumpart","endoplasmic reticulum part","CC","GO:0044432","GO_ENDOPLASMIC_RETICULUM_PART"
"endoplasmicreticulumqualitycontrolcompartment","endoplasmic reticulum quality control compartment","CC","GO:0044322","GO_ENDOPLASMIC_RETICULUM_QUALITY_CONTROL_COMPARTMENT"
"endoplasmicreticulumsubcompartment","endoplasmic reticulum subcompartment","CC","GO:0098827","GO_ENDOPLASMIC_RETICULUM_SUBCOMPARTMENT"
"endoplasmicreticulumtocytosoltransport","endoplasmic reticulum to cytosol transport","BP","GO:1903513","GO_ENDOPLASMIC_RETICULUM_TO_CYTOSOL_TRANSPORT"
"endoplasmicreticulumtubularnetwork","endoplasmic reticulum tubular network","CC","GO:0071782","GO_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK"
"endoribonucleaseactivity","endoribonuclease activity","MF","GO:0004521","GO_ENDORIBONUCLEASE_ACTIVITY"
"endoribonucleaseactivityproducing5phosphomonoesters","endoribonuclease activity, producing 5'-phosphomonoesters","MF","GO:0016891","GO_ENDORIBONUCLEASE_ACTIVITY_PRODUCING_5_PHOSPHOMONOESTERS"
"endoribonucleasecomplex","endoribonuclease complex","CC","GO:1902555","GO_ENDORIBONUCLEASE_COMPLEX"
"endosomalpart","endosomal part","CC","GO:0044440","GO_ENDOSOMAL_PART"
"endosome","endosome","CC","GO:0005768","GO_ENDOSOME"
"endosomelumen","endosome lumen","CC","GO:0031904","GO_ENDOSOME_LUMEN"
"endosomeorganization","endosome organization","BP","GO:0007032","GO_ENDOSOME_ORGANIZATION"
"endosometolysosometransport","endosome to lysosome transport","BP","GO:0008333","GO_ENDOSOME_TO_LYSOSOME_TRANSPORT"
"endothelialcelldevelopment","endothelial cell development","BP","GO:0001885","GO_ENDOTHELIAL_CELL_DEVELOPMENT"
"endothelialcelldifferentiation","endothelial cell differentiation","BP","GO:0045446","GO_ENDOTHELIAL_CELL_DIFFERENTIATION"
"endothelialcellmigration","endothelial cell migration","BP","GO:0043542","GO_ENDOTHELIAL_CELL_MIGRATION"
"endothelialcellproliferation","endothelial cell proliferation","BP","GO:0001935","GO_ENDOTHELIAL_CELL_PROLIFERATION"
"endothelialtubemorphogenesis","endothelial tube morphogenesis","BP","GO:0061154","GO_ENDOTHELIAL_TUBE_MORPHOGENESIS"
"endotheliumdevelopment","endothelium development","BP","GO:0003158","GO_ENDOTHELIUM_DEVELOPMENT"
"energycoupledprotontransportdownelectrochemicalgradient","energy coupled proton transport, down electrochemical gradient","BP","GO:0015985","GO_ENERGY_COUPLED_PROTON_TRANSPORT_DOWN_ELECTROCHEMICAL_GRADIENT"
"energyderivationbyoxidationoforganiccompounds","energy derivation by oxidation of organic compounds","BP","GO:0015980","GO_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS"
"energyhomeostasis","energy homeostasis","BP","GO:0097009","GO_ENERGY_HOMEOSTASIS"
"energyreservemetabolicprocess","energy reserve metabolic process","BP","GO:0006112","GO_ENERGY_RESERVE_METABOLIC_PROCESS"
"enhancerbinding","enhancer binding","MF","GO:0035326","GO_ENHANCER_BINDING"
"ensheathmentofneurons","ensheathment of neurons","BP","GO:0007272","GO_ENSHEATHMENT_OF_NEURONS"
"entericnervoussystemdevelopment","enteric nervous system development","BP","GO:0048484","GO_ENTERIC_NERVOUS_SYSTEM_DEVELOPMENT"
"enteroendocrinecelldifferentiation","enteroendocrine cell differentiation","BP","GO:0035883","GO_ENTEROENDOCRINE_CELL_DIFFERENTIATION"
"entrainmentofcircadianclock","entrainment of circadian clock","BP","GO:0009649","GO_ENTRAINMENT_OF_CIRCADIAN_CLOCK"
"entrainmentofcircadianclockbyphotoperiod","entrainment of circadian clock by photoperiod","BP","GO:0043153","GO_ENTRAINMENT_OF_CIRCADIAN_CLOCK_BY_PHOTOPERIOD"
"entryintocellofotherorganisminvolvedinsymbioticinteraction","entry into cell of other organism involved in symbiotic interaction","BP","GO:0051806","GO_ENTRY_INTO_CELL_OF_OTHER_ORGANISM_INVOLVED_IN_SYMBIOTIC_INTERACTION"
